datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2007-02-04,2.4971805,0.12950972,239.63333,10.565416,2.354861,3.192361,10.05,26.022453
2007-02-05,1.1425556,0.102241665,240.81032,4.8204165,0.62222224,1.7805556,5.4506946,11.18912
2007-02-06,0.8843611,0.099004164,241.26416,3.7719445,0.8229167,0.28125,3.1368055,10.49838
2007-02-07,1.6166792,0.12340833,241.14969,6.7916665,2.2909722,2.4395833,8.323611,13.890486
2007-02-08,1.2509819,0.09645556,241.7973,5.2483335,1.5458333,0.25416666,7.053472,11.996227
2007-02-09,1.1251374,0.109768055,241.74045,4.7272224,0.0,2.1145833,6.7847223,9.852986
2007-02-10,1.9648111,0.13400972,240.03682,8.30375,3.5215278,1.9659722,10.003472,17.25588
2007-02-11,2.4800193,0.14188473,239.50615,10.526806,1.6875,3.3090277,9.106944,27.230185
2007-02-12,1.3038958,0.09493333,240.0985,5.5034723,1.5465277,0.27708334,7.9979167,11.910069
2007-02-13,0.9823236,0.093526386,241.16685,4.14375,0.0,1.9638889,4.3444443,10.063726
2007-02-14,1.7351888,0.14062917,240.37538,7.315139,2.2881944,2.6340277,8.040972,15.95662
2007-02-15,1.3787125,0.11525278,240.66922,5.8202777,0.0,1.6409723,9.741667,11.595902
2007-02-16,1.182311,0.1053375,240.82094,5.046528,0.7972222,0.59652776,6.0340276,12.277408
2007-02-17,1.4423,0.16595,239.31604,6.1291666,1.2256944,1.5458333,4.970139,16.296667
2007-02-18,2.6595569,0.17744583,239.1708,11.238889,4.240972,5.557639,9.117361,25.409977
2007-02-19,1.518482,0.12262778,239.78958,6.442222,1.1347222,2.0138888,9.086805,13.072616
2007-02-20,2.18745,0.12997083,239.86545,9.168472,1.4291667,3.604861,6.745139,24.678333
2007-02-21,1.4394958,0.13185416,240.46097,6.0744443,2.4493055,1.6194445,8.019444,11.903402
2007-02-22,2.3431697,0.09593463,238.62354,9.870792,0.9798331,2.871349,8.519471,26.682175
2007-02-23,0.9121389,0.10371111,240.68596,3.8254166,0.0,0.34930557,7.490278,7.3627315
2007-02-24,0.4964736,0.0848625,239.8631,2.0858333,0.0,0.25208333,2.473611,5.548866
2007-02-25,0.34843054,0.07898334,241.68155,1.4622222,0.0,0.22847222,1.1527778,4.4259257
2007-02-26,0.39478055,0.07519445,241.27359,1.6588889,0.0,0.22986111,1.9652778,4.384537
2007-02-27,0.3598,0.07861389,242.94427,1.5245833,0.0,0.21805556,1.3361111,4.4425
2007-02-28,0.36164862,0.07873055,242.15959,1.5284722,0.0,0.2361111,1.3701389,4.421227
2007-03-01,0.35941944,0.07474167,241.3214,1.5088888,0.0,0.21944444,1.375,4.3958797
2007-03-02,0.35811666,0.074311115,240.5916,1.5068055,0.0,0.2361111,1.3673611,4.365139
2007-03-03,0.5688347,0.09374444,241.28809,2.4011111,0.0,0.24097222,3.192361,6.0472455
2007-03-04,1.451875,0.12200139,240.0298,6.1581945,1.025,6.0493054,6.5333333,10.590278
2007-03-05,1.8474528,0.143025,240.03091,7.8402777,3.9770834,8.409028,6.9625,11.442268
2007-03-06,0.865625,0.12926945,240.98807,3.6956944,0.0,1.2083334,3.2638888,9.954861
2007-03-07,1.6494486,0.11888889,240.32356,6.935,0.74722224,3.30625,10.772917,12.664421
2007-03-08,1.0917584,0.13014166,240.66542,4.6651387,1.5138888,2.3506944,4.6215277,9.709861
2007-03-09,0.8837583,0.082804166,240.88846,3.73125,0.7590278,0.23958333,5.99375,7.736944
2007-03-10,1.7254944,0.16911666,239.80283,7.341944,2.8680556,3.7652779,7.6243057,14.500602
2007-03-11,2.4171083,0.12039861,240.0073,10.121528,3.3402777,2.375,6.5972223,27.97264
2007-03-12,1.3546306,0.093348615,240.55872,5.728472,0.97430557,1.9729167,8.578472,11.051481
2007-03-13,0.89593333,0.08799861,240.89796,3.8056943,0.9375,2.679861,3.6965277,7.6183333
2007-03-14,1.2453916,0.10939028,240.7773,5.2675,2.4201388,0.33333334,5.977083,12.025972
2007-03-15,1.3088986,0.11064306,240.28049,5.5231943,0.0,2.2659721,7.663889,11.885116
2007-03-16,1.1819819,0.09042222,239.52713,4.992361,0.76805556,3.1972222,3.7291667,12.005255
2007-03-17,1.4083959,0.08824167,238.22466,5.946111,1.5333333,0.24930556,8.524305,13.16632
2007-03-18,1.6465597,0.16767362,241.04782,7.0079165,4.5583334,5.117361,4.0666666,13.700301
2007-03-19,1.4948041,0.10053056,240.49709,6.2819443,1.1444445,1.8652778,9.804167,12.099514
2007-03-20,1.4487695,0.11449306,240.81564,6.15125,2.6006944,1.9701389,7.8159723,11.759352
2007-03-21,1.4875638,0.0991875,240.98665,6.237222,1.2951388,2.870139,8.565972,12.061481
2007-03-22,1.0104014,0.07904583,241.76353,4.2230554,0.24513888,0.51111114,7.265278,8.818496
2007-03-23,0.90903336,0.08297778,241.64548,3.80375,0.7826389,0.5395833,5.8118057,8.016528
2007-03-24,2.0614097,0.13265556,239.70447,8.703333,2.5743055,4.0256944,11.376389,16.38044
2007-03-25,2.3183627,0.16398332,240.03276,9.722307,3.2175121,2.5017374,6.503127,26.417002
2007-03-26,0.9833903,0.11178195,241.3368,4.1830554,0.75555557,0.23888889,6.3166666,9.078727
2007-03-27,0.7674583,0.10536528,240.60197,3.2965279,0.0,2.0965278,2.567361,8.127084
2007-03-28,1.6207625,0.13647084,240.44461,6.8545833,0.77916664,5.921528,9.644444,10.667569
2007-03-29,1.1044486,0.13798334,240.53668,4.6768055,0.80694443,0.31944445,7.447222,9.833866
2007-03-30,0.9738847,0.12578334,241.03923,4.1895833,0.75972223,0.325,5.70625,9.44044
2007-03-31,2.4371598,0.16076666,239.26077,10.264722,1.8194444,5.352083,12.279166,21.168634
2007-04-01,1.9346889,0.1406611,240.02449,8.149445,3.2145834,3.7506945,13.547916,11.731621
2007-04-02,1.3616514,0.12106667,240.46011,5.712639,1.21875,0.6736111,11.55625,9.245579
2007-04-03,1.1408472,0.117194444,240.50496,4.84625,2.5208333,0.7236111,5.303472,10.466204
2007-04-04,1.4249083,0.11966528,240.33179,5.98625,2.3847222,0.29166666,10.241667,10.830417
2007-04-05,1.2806097,0.16981806,241.17311,5.4915276,0.75416666,2.9701388,7.307639,10.311551
2007-04-06,1.1119028,0.099454165,241.18445,4.688611,0.0,3.7958333,6.365278,8.370602
2007-04-07,1.0791138,0.09634028,240.37859,4.5645833,0.7826389,2.1604166,4.1131945,10.928982
2007-04-08,1.1172333,0.0943625,240.34918,4.719861,0.0,0.33680555,2.4618056,15.821944
2007-04-09,0.6950833,0.1111875,240.55049,2.9745834,1.8520833,0.35694444,2.6395833,6.736111
2007-04-10,0.5398361,0.103430554,240.8137,2.347361,0.14513889,0.5152778,1.7861111,6.5507407
2007-04-11,0.61630696,0.13364306,241.15483,2.61875,0.0,0.7722222,4.459028,5.0405326
2007-04-12,0.37340695,0.10264722,240.25606,1.5979167,0.0,0.37569445,1.2625,4.5852547
2007-04-13,0.38265416,0.10530555,240.05049,1.6433333,0.0,0.3875,1.3805555,4.6095138
2007-04-14,0.38490835,0.1080625,240.31314,1.6513889,0.0,0.40138888,1.3944445,4.6193056
2007-04-15,0.50428057,0.11912778,240.2367,2.1865277,0.0,0.7125,2.0090277,5.6831484
2007-04-16,0.66138196,0.12921806,240.65714,2.8725,0.6611111,0.90625,3.2333333,6.2223377
2007-04-17,0.84981525,0.15163472,240.19566,3.6908333,1.0638889,0.2701389,4.304861,8.524699
2007-04-18,0.6932264,0.11473889,240.14677,2.9954166,1.0965278,0.24652778,2.3819444,7.828773
2007-04-19,0.7143458,0.103930555,240.42984,3.0558333,0.5090278,1.1145834,3.9916666,6.2904863
2007-04-20,0.57123613,0.101143055,240.13289,2.4948611,0.7423611,0.25,2.429861,6.0983796
2007-04-21,1.1622611,0.14767917,239.21324,5.0356946,4.5659723,0.32152778,7.728472,6.7550464
2007-04-22,1.5511903,0.18555139,239.60889,6.6884723,2.961111,1.5881945,7.709722,13.594144
2007-04-23,0.7323375,0.09419444,237.23564,3.2641666,0.9736111,0.3513889,4.170139,6.710486
2007-04-24,0.71673614,0.09393334,235.34492,3.1448612,0.78125,0.36597222,4.638889,6.1594906
2007-04-25,0.8778903,0.1144,234.94112,3.8580556,0.0,1.0201389,6.1194444,7.4919214
2007-04-26,0.8857403,0.113615274,234.7873,3.92375,0.91944444,1.28125,4.9743056,7.587338
2007-04-27,0.7599528,0.11245,235.21617,3.3125,1.2305555,0.3784722,3.3027778,7.754074
2007-04-28,1.0827619,0.13619047,233.98619,4.6380954,0.0,0.85714287,0.0,17.188889
2007-04-29,,,,,,,,
2007-04-30,0.73059374,0.124510415,234.87004,3.239236,2.1076388,0.8680556,1.9635416,7.237326
2007-05-01,1.1554569,0.12611666,234.6787,5.0733333,2.78125,0.6909722,5.9347224,9.850672
2007-05-02,0.69686526,0.111175,235.58208,3.141528,0.0048611113,1.0347222,2.6069446,7.9678936
2007-05-03,0.7571097,0.10482083,235.13489,3.307639,1.3236111,1.1979166,5.4416666,4.655301
2007-05-04,0.69314444,0.121347226,235.71019,3.0780556,1.56875,0.37361112,2.7708333,6.839213
2007-05-05,1.0854528,0.12090417,235.03502,4.736111,2.0229166,1.73125,7.8493056,6.487407
2007-05-06,1.4597944,0.12662223,234.40965,6.4090276,2.2326388,0.65902776,7.0104165,14.427824
2007-05-07,1.1414334,0.11730417,234.53697,4.9809723,0.65694445,3.4270833,6.5506945,8.389167
2007-05-08,1.2425638,0.12611945,234.90623,5.356389,3.18125,1.3965278,6.095139,10.036482
2007-05-09,1.1567612,0.12741944,234.87372,5.0561113,2.0958333,3.9104166,6.579167,6.6939354
2007-05-10,0.49158612,0.11688472,235.79626,2.2068055,0.65694445,0.37083334,2.2645833,4.9007406
2007-05-11,0.67996806,0.09173334,235.22975,3.027639,0.64305556,0.34097221,4.49375,5.8550234
2007-05-12,1.0010875,0.14525834,234.7229,4.3605556,1.5604167,0.7465278,7.227778,7.150069
2007-05-13,1.1352347,0.15324305,235.70871,4.9691668,2.5083334,1.6763889,6.2208333,8.515023
2007-05-14,1.0192931,0.20732778,235.69006,4.574167,2.2055554,1.6784723,3.83125,9.27294
2007-05-15,0.62805,0.077209726,235.612,2.7333333,0.0,0.28333333,3.6930556,6.4911113
2007-05-16,1.1756556,0.094370835,235.26082,5.0718055,1.5368055,3.9972222,6.303472,7.756759
2007-05-17,0.8554278,0.09110278,235.86845,3.7209723,0.70416665,1.4395833,5.3381944,6.775185
2007-05-18,1.1330069,0.11892917,235.9946,4.8766665,2.2708333,2.7173612,5.6361113,8.259144
2007-05-19,0.99266803,0.11656806,234.94472,4.3193054,3.2520833,0.36805555,4.876389,8.04794
2007-05-20,1.3668945,0.13023056,235.34811,5.941528,3.7638888,1.2034723,5.2854166,12.528796
2007-05-21,0.7778208,0.08144444,234.69191,3.3386111,0.0,0.325,6.2916665,6.347014
2007-05-22,0.78670275,0.089525,235.48058,3.399861,0.64652777,2.7541666,2.7666667,6.9443517
2007-05-23,1.0173167,0.115193054,234.8125,4.3975,0.6638889,2.6333334,5.6381946,8.019861
2007-05-24,0.80165833,0.09413889,235.54607,3.4620833,0.6631944,2.8583333,3.2958333,6.543611
2007-05-25,1.1209861,0.12124167,234.4472,4.863472,5.5972223,0.40694445,4.540972,8.137963
2007-05-26,1.0501722,0.121,235.06989,4.562778,1.6479167,1.9125,5.991667,7.950787
2007-05-27,1.4957,0.15270416,234.90843,6.506528,3.0319445,3.8430555,7.2527776,10.800555
2007-05-28,1.1371305,0.10493056,234.90657,4.9219446,3.1625,0.32847223,6.6569443,8.804259
2007-05-29,0.73704165,0.07864167,235.69435,3.2072222,0.0,1.3243055,3.0083334,7.951389
2007-05-30,1.1179625,0.10212361,234.83139,4.828472,1.5625,4.1305556,5.4194446,7.5202084
2007-05-31,0.65177083,0.08999028,235.09653,2.7918055,0.6493056,0.33125,2.4666667,7.415625
2007-06-01,0.72614175,0.09950104,235.32332,3.1356497,0.0,0.33564976,5.3259206,6.440792
2007-06-02,1.0308069,0.11535278,234.46902,4.4740276,2.757639,0.8680556,5.3006945,8.253727
2007-06-03,1.4639069,0.12670694,234.76237,6.3529167,3.4618056,5.228472,5.7875,9.920671
2007-06-04,0.6330681,0.15499444,234.74806,2.8222222,1.1006944,0.58055556,3.1479166,5.7219677
2007-06-05,1.0131195,0.17756389,234.69276,4.465139,3.113889,0.71319443,4.477778,8.580463
2007-06-06,1.1769549,0.16056985,234.62163,5.1088257,2.3134122,0.5760945,8.104934,8.621473
2007-06-07,0.68402916,0.11967639,234.4788,2.982361,0.6840278,0.48541668,2.7493055,7.481736
2007-06-08,1.4916986,0.15953611,236.19745,6.4481945,1.94375,7.9444447,7.9027777,7.070671
2007-06-09,0.7559301,0.16166618,240.70546,3.2562053,0.60770327,0.425107,4.700428,6.865597
2007-06-10,0.93111944,0.16603611,240.84428,4.0056944,2.9180555,1.3361111,4.154861,7.1096296
2007-06-11,0.55184305,0.1351625,240.85675,2.4179168,0.0,0.33819443,3.7,5.1591897
2007-06-12,0.63803196,0.1502889,240.2249,2.858611,1.3069445,0.3298611,2.7069445,6.290116
2007-06-13,0.6439389,0.144625,240.3976,2.8175,0.6645833,0.5951389,3.6222222,5.8503704
2007-06-14,0.8743639,0.1609,239.84778,3.7833333,2.3069444,1.4909723,4.898611,5.8762035
2007-06-15,0.687225,0.17483473,240.46439,3.06625,1.5756944,2.7854166,3.1576388,3.935
2007-06-16,1.4012237,0.21358195,239.5017,5.975,2.2840278,3.1236112,7.713889,10.232199
2007-06-17,1.3521458,0.1665375,240.21918,5.7693057,2.863889,3.4986112,6.0652776,10.107986
2007-06-18,0.4711625,0.1255625,240.7762,2.07875,0.0,0.3673611,2.945139,4.5402083
2007-06-19,0.5857858,0.1307274,240.26926,2.5607789,0.6766342,0.3720445,3.0299027,5.6845155
2007-06-20,0.74603194,0.15784861,240.15617,3.3068056,1.2229167,1.7972223,3.5458333,5.8678937
2007-06-21,0.56037915,0.15454583,240.57495,2.5008333,0.6472222,1.6666666,2.5770833,4.4486804
2007-06-22,0.39325973,0.14480972,240.83563,1.8073611,0.0,0.66041666,2.4180555,3.4758565
2007-06-23,0.33164304,0.1341111,240.31897,1.5356945,0.0,0.54583335,1.6680555,3.3134954
2007-06-24,0.4962889,0.124556944,241.13222,2.207639,0.0,0.54930556,2.395139,5.327037
2007-06-25,0.74458474,0.13699305,240.42226,3.25,1.3784722,2.5145833,3.3444445,5.1722455
2007-06-26,0.6561861,0.12668055,240.09451,2.8770833,0.67430556,0.92638886,3.632639,5.7031016
2007-06-27,1.0283514,0.14374861,239.7584,4.429167,1.8076389,4.4798613,5.048611,5.8030787
2007-06-28,0.89960974,0.15100417,239.42366,3.8895833,0.0,3.0333333,6.6256943,5.3344674
2007-06-29,0.9063224,0.14328979,240.1823,3.94246,3.0319667,0.46351632,4.723419,6.886472
2007-06-30,0.9273014,0.1308014,240.01161,3.9715278,2.117361,0.55,5.8166666,6.9709954
2007-07-01,0.71296114,0.11975556,240.06715,3.0806944,0.67291665,0.51111114,3.2569444,7.441713
2007-07-02,0.67155,0.12286389,240.67181,2.9277778,0.70694447,3.667361,2.3923612,4.425833
2007-07-03,0.73605,0.12523472,240.18694,3.2306945,0.32430556,2.2319446,3.2604167,6.4508333
2007-07-04,0.6968125,0.17592639,240.65964,3.0954168,1.6173611,1.5402777,3.911111,4.5447917
2007-07-05,0.73422915,0.17133056,240.44444,3.2331944,2.0291667,0.5347222,2.7590277,6.914236
2007-07-06,0.742725,0.15232639,240.59946,3.2686112,1.9625,2.4743056,2.78125,5.1606946
2007-07-07,0.9431986,0.14864166,239.91014,4.034861,0.6923611,2.1159723,7.067361,5.8442826
2007-07-08,0.7563056,0.13675,240.3389,3.2893054,1.2673612,1.9659722,3.6645834,5.7071757
2007-07-09,0.81955415,0.1197375,240.61765,3.51625,0.6409722,0.4125,6.5180554,6.0877085
2007-07-10,0.6307806,0.12239166,239.98306,2.786111,0.046527777,1.5465277,3.2159722,5.7039814
2007-07-11,0.50163335,0.10684445,241.03003,2.1994445,0.7048611,0.44930556,3.6694446,3.5369444
2007-07-12,0.74276525,0.14520694,240.76462,3.233611,0.71458334,1.7708334,4.4576387,5.4363656
2007-07-13,0.55165416,0.1435375,240.85481,2.4508333,0.0,0.43958333,3.0743055,5.6803474
2007-07-14,0.8945625,0.17947917,241.29189,3.8940277,2.6215277,1.3666667,4.586111,6.3350697
2007-07-15,0.70001835,0.17800152,240.59654,3.091603,0.65801525,0.48244274,4.2633586,6.263155
2007-07-16,0.59282917,0.16247222,236.50723,2.6605556,0.5763889,0.4826389,2.9,5.9214582
2007-07-17,0.49974445,0.12228333,234.74126,2.27625,0.5888889,0.48194444,2.3159723,4.9422684
2007-07-18,0.5257514,0.10869028,231.08823,2.3868055,0.63125,0.46597221,3.213889,4.451412
2007-07-19,0.47075418,0.12986945,234.26186,2.143889,0.7416667,0.48819444,2.1736112,4.4424305
2007-07-20,0.7711264,0.15494305,235.56891,3.4516666,1.4659722,1.6791667,3.3090277,6.3979397
2007-07-21,0.73628336,0.1639986,234.25662,3.2915277,0.29722223,0.35555556,5.3861113,6.2325
2007-07-22,0.95606256,0.15166505,235.96373,4.2265463,4.9277277,1.4843642,3.865879,5.656405
2007-07-23,0.688207,0.099840276,234.50087,3.0759723,1.2131945,0.89444447,2.6715279,6.690949
2007-07-24,0.5731139,0.07834028,235.36304,2.5509722,0.0,1.1159723,3.8881946,4.5477314
2007-07-25,0.32816666,0.0751625,235.64105,1.4793056,0.0,0.10486111,1.6201389,3.7444444
2007-07-26,0.6420139,0.079925,234.94373,2.8381944,0.6770833,2.5229166,3.0180554,4.482176
2007-07-27,0.8350792,0.08365,235.55368,3.6233335,1.2756945,0.034027778,4.970139,7.638125
2007-07-28,1.1262931,0.12411805,235.50723,4.9416666,0.6298611,7.1284723,4.554861,6.4583564
2007-07-29,0.22299722,0.08234444,235.71204,1.0334722,0.0,0.0,0.89444447,2.822176
2007-07-30,0.32417777,0.089925,235.53023,1.4672222,0.0,0.0,1.7555555,3.6474075
2007-07-31,0.56411946,0.10124028,234.91481,2.5025,2.2756944,0.0,2.4826388,4.643657
2007-08-01,0.7472431,0.100462295,235.00917,3.253418,1.1155744,0.0,6.9147286,4.423749
2007-08-02,0.70792776,0.1006625,234.85658,3.0870833,0.33472222,0.0,4.7701387,6.6939354
2007-08-03,0.73844725,0.087075,234.48561,3.2072222,0.6652778,0.0,6.3465276,5.295648
2007-08-04,0.7951319,0.096684724,235.25722,3.452361,0.38333333,0.27638888,5.5319443,7.0605326
2007-08-05,0.5465958,0.1050375,235.11526,2.4368055,0.11736111,0.0,4.615972,4.3765974
2007-08-06,0.75675,0.10724583,234.70274,3.3170834,0.76111114,0.0,5.545139,6.30625
2007-08-07,1.0302639,0.091098614,234.55388,4.4259725,0.30347222,1.5055555,6.2791667,9.0828705
2007-08-08,0.78158474,0.08270556,234.51237,3.3805556,0.7326389,0.77152777,6.7083335,4.813912
2007-08-09,0.7442222,0.07602361,234.21439,3.272361,0.12638889,3.1354167,4.615278,4.5266204
2007-08-10,0.71389586,0.081705555,234.48882,3.129722,0.23333333,1.8409722,5.754861,4.069097
2007-08-11,0.75809026,0.08039583,234.98018,3.2856944,0.8194444,0.6319444,7.179861,4.0035877
2007-08-12,0.8624333,0.08873333,235.66486,3.7427778,0.7798611,0.80277777,5.959722,6.8315277
2007-08-13,0.80070275,0.09093056,235.21657,3.44875,0.06458333,0.33055556,7.709028,5.2408795
2007-08-14,0.65360415,0.09167361,237.07639,2.8541667,0.66041666,0.47569445,4.3444443,5.412847
2007-08-15,0.8276805,0.11094722,239.99341,3.5420833,0.23472223,0.35277778,6.796528,6.4106483
2007-08-16,0.66562223,0.09134167,239.73766,2.843889,0.66805553,0.0,5.1916666,5.2339816
2007-08-17,0.7013139,0.08846389,240.49405,2.9815278,0.16944444,0.0,5.3951387,6.1239815
2007-08-18,0.24163888,0.08280556,241.27963,1.0788889,0.0,0.0,1.2708334,2.7564814
2007-08-19,0.98770416,0.111123614,239.95367,4.2619443,0.7118056,6.188889,4.1590276,5.402014
2007-08-20,0.9297514,0.10825,241.30069,3.9633334,0.71666664,4.8368053,5.1270833,4.815301
2007-08-21,0.44621944,0.109241664,240.57306,1.9611111,0.0,0.02638889,2.288889,5.121713
2007-08-22,0.84014446,0.107144445,240.81732,3.57125,2.1166666,1.275,5.0284724,5.5822687
2007-08-23,0.7724389,0.10969028,240.64731,3.3302777,1.7375,0.17986111,3.7097223,7.246898
2007-08-24,1.1509479,0.18255177,240.49464,4.9385686,1.3141071,2.6282141,6.9103546,8.329789
2007-08-25,0.79922223,0.18926944,239.85983,3.55375,2.88125,1.5215278,3.9430556,4.974537
2007-08-26,0.91312915,0.20790833,239.95091,4.012639,1.0701389,2.53125,3.9291666,7.688264
2007-08-27,0.8414792,0.20769723,239.92358,3.69125,1.6006944,0.85347223,4.4055557,7.1649303
2007-08-28,0.6923639,0.12577361,239.54988,2.9961112,0.72083336,1.7138889,3.807639,5.297037
2007-08-29,0.51943886,0.12182361,240.745,2.2795832,0.6645833,0.39027777,3.425,4.1774535
2007-08-30,0.8350403,0.13267222,240.57318,3.6043055,2.6541667,1.7916666,2.93125,6.5402546
2007-08-31,0.8887653,0.13003889,239.9857,3.7884722,0.8333333,0.4625,6.0680556,7.448866
2007-09-01,1.1815875,0.20128195,239.35574,5.065417,1.7340277,0.3951389,6.759028,10.804931
2007-09-02,1.1544917,0.16083194,240.04533,5.0172224,2.5090277,1.1229167,6.115278,9.494306
2007-09-03,0.72147363,0.13084862,239.62035,3.1306944,0.43125,1.7465278,3.6965277,6.1502547
2007-09-04,1.1006556,0.12474028,239.65967,4.7559724,2.0333333,2.43125,6.820139,7.059537
2007-09-05,0.85873055,0.103377774,239.14816,3.697639,0.0,2.8777778,4.65625,6.778148
2007-09-06,0.6260236,0.1194625,239.34004,2.7522223,0.0,2.7,2.4034722,5.3302546
2007-09-07,0.9281222,0.12620695,239.03171,4.007222,2.5222223,0.3826389,6.5194445,6.0443983
2007-09-08,1.0206611,0.12939583,239.73044,4.3919444,2.31875,1.2506944,6.3638887,7.0776854
2007-09-09,1.1663208,0.14524445,238.92215,5.0540276,1.5166667,3.0819445,6.4118056,8.428264
2007-09-10,0.77595556,0.1232625,239.38866,3.36375,0.6493056,0.41319445,3.8979166,7.972176
2007-09-11,0.6830361,0.10539167,240.07199,2.9520833,0.6548611,0.38194445,4.022222,6.3249073
